,Activity,Case ID,Complete Timestamp,label,nullRemaining,nullElapsed
685,Lapping - Machine 1,Case244,2012-09-01 17:49:00,deviant,-1,-1
686,Lapping - Machine 1,Case244,2012-10-01 08:12:00,deviant,-1,-1
687,Round Grinding - Machine 12,Case244,2012-10-01 09:50:00,deviant,-1,-1
688,Round Grinding - Machine 12,Case244,2012-10-01 15:55:00,deviant,-1,-1
689,Round Grinding - Machine 12,Case244,2012-11-01 11:19:00,deviant,-1,-1
690,Round Grinding - Machine 12,Case244,2012-11-01 12:38:00,deviant,-1,-1
691,Final Inspection Q.C.,Case244,2012-11-01 12:40:00,deviant,-1,-1
692,Round Grinding - Machine 12,Case244,2012-11-01 14:05:00,deviant,-1,-1
693,deviant,Case244,2012-11-01 14:05:01,deviant,0,-1
694,Packing,Case190,2012-10-01 01:00:00,regular,-1,-1
695,Final Inspection Q.C.,Case190,2012-10-01 15:45:00,regular,-1,-1
696,Turning & Milling Q.C.,Case190,2012-01-29 13:42:00,regular,-1,-1
697,Final Inspection Q.C.,Case190,2012-02-13 01:15:00,regular,-1,-1
698,Turning & Milling Q.C.,Case190,2012-02-14 11:10:00,regular,-1,-1
699,regular,Case190,2012-02-14 11:10:01,regular,0,-1
700,Turning & Milling - Machine 10,Case194,2012-10-01 10:54:00,deviant,-1,-1
701,Turning & Milling - Machine 10,Case194,2012-11-01 16:28:00,deviant,-1,-1
702,Turning & Milling Q.C.,Case194,2012-11-01 17:52:00,deviant,-1,-1
703,Turning & Milling Q.C.,Case194,2012-12-01 15:51:00,deviant,-1,-1
704,Turning & Milling - Machine 10,Case194,2012-12-01 17:42:00,deviant,-1,-1
705,Turning & Milling - Machine 10,Case194,2012-01-13 06:28:00,deviant,-1,-1
706,Turning & Milling Q.C.,Case194,2012-01-13 12:30:00,deviant,-1,-1
707,Turning & Milling - Machine 10,Case194,2012-01-13 12:48:00,deviant,-1,-1
708,Turning & Milling - Machine 10,Case194,2012-01-14 09:00:00,deviant,-1,-1
709,other,Case194,2012-01-14 13:00:00,deviant,-1,-1
710,Turning & Milling - Machine 10,Case194,2012-01-15 03:17:00,deviant,-1,-1
711,Turning - Machine 9,Case194,2012-01-15 16:25:00,deviant,-1,-1
712,Turning - Machine 9,Case194,2012-01-15 17:52:00,deviant,-1,-1
713,Turning & Milling Q.C.,Case194,2012-01-15 17:58:00,deviant,-1,-1
714,deviant,Case194,2012-01-15 17:58:01,deviant,0,-1
715,Turning & Milling - Machine 5,Case257,2012-11-01 09:42:00,deviant,-1,-1
716,Turning & Milling - Machine 5,Case257,2012-11-01 15:48:00,deviant,-1,-1
717,Turning & Milling - Machine 5,Case257,2012-11-01 17:24:00,deviant,-1,-1
718,Turning & Milling - Machine 5,Case257,2012-11-01 21:04:00,deviant,-1,-1
719,Turning & Milling - Machine 5,Case257,2012-12-01 07:00:00,deviant,-1,-1
720,Turning & Milling - Machine 5,Case257,2012-12-01 11:07:00,deviant,-1,-1
721,Turning & Milling - Machine 5,Case257,2012-01-13 06:27:00,deviant,-1,-1
722,Turning & Milling - Machine 5,Case257,2012-01-13 12:38:00,deviant,-1,-1
723,Turning & Milling - Machine 5,Case257,2012-01-14 22:00:00,deviant,-1,-1
724,Turning & Milling - Machine 5,Case257,2012-01-15 01:15:00,deviant,-1,-1
725,Turning & Milling - Machine 5,Case257,2012-01-15 05:59:00,deviant,-1,-1
726,Turning & Milling - Machine 5,Case257,2012-01-15 09:55:00,deviant,-1,-1
727,Turning & Milling - Machine 5,Case257,2012-01-15 14:43:00,deviant,-1,-1
728,deviant,Case257,2012-01-15 14:43:01,deviant,0,-1
729,other,Case192,2012-11-01 10:00:00,regular,-1,-1
730,Turning & Milling Q.C.,Case192,2012-11-01 11:09:00,regular,-1,-1
731,Turning & Milling - Machine 9,Case192,2012-07-02 16:17:00,regular,-1,-1
732,Turning & Milling Q.C.,Case192,2012-08-02 08:40:00,regular,-1,-1
733,Turning & Milling - Machine 9,Case192,2012-08-02 08:41:00,regular,-1,-1
734,Turning & Milling - Machine 9,Case192,2012-08-02 15:46:00,regular,-1,-1
735,Turning & Milling - Machine 9,Case192,2012-08-02 20:17:00,regular,-1,-1
736,Turning & Milling Q.C.,Case192,2012-09-02 08:40:00,regular,-1,-1
737,Turning & Milling - Machine 9,Case192,2012-09-02 10:13:00,regular,-1,-1
738,Turning & Milling - Machine 9,Case192,2012-09-02 15:56:00,regular,-1,-1
739,Turning & Milling - Machine 9,Case192,2012-10-02 06:45:00,regular,-1,-1
740,Turning & Milling Q.C.,Case192,2012-10-02 10:40:00,regular,-1,-1
741,Turning & Milling - Machine 9,Case192,2012-10-02 12:53:00,regular,-1,-1
742,Turning & Milling - Machine 9,Case192,2012-12-02 06:37:00,regular,-1,-1
743,Turning & Milling - Machine 9,Case192,2012-12-02 07:06:00,regular,-1,-1
744,Turning & Milling - Machine 9,Case192,2012-12-02 15:59:00,regular,-1,-1
745,Turning & Milling Q.C.,Case192,2012-12-02 18:03:00,regular,-1,-1
746,Turning & Milling - Machine 9,Case192,2012-12-02 23:24:00,regular,-1,-1
747,Turning & Milling - Machine 9,Case192,2012-02-13 06:41:00,regular,-1,-1
748,Turning & Milling Q.C.,Case192,2012-02-13 09:49:00,regular,-1,-1
749,Turning & Milling Q.C.,Case192,2012-02-13 10:02:00,regular,-1,-1
750,Turning & Milling - Machine 9,Case192,2012-02-13 14:34:00,regular,-1,-1
751,Turning & Milling - Machine 9,Case192,2012-02-13 15:58:00,regular,-1,-1
752,Turning & Milling Q.C.,Case192,2012-02-13 16:02:00,regular,-1,-1
753,Turning & Milling - Machine 9,Case192,2012-02-13 17:58:00,regular,-1,-1
754,Turning & Milling - Machine 9,Case192,2012-02-13 23:23:00,regular,-1,-1
755,Turning & Milling - Machine 9,Case192,2012-02-14 06:46:00,regular,-1,-1
756,Turning & Milling - Machine 9,Case192,2012-02-14 13:31:00,regular,-1,-1
757,Turning & Milling Q.C.,Case192,2012-02-14 13:35:00,regular,-1,-1
758,Turning & Milling - Machine 9,Case192,2012-02-14 14:47:00,regular,-1,-1
759,Turning & Milling - Machine 9,Case192,2012-02-14 17:21:00,regular,-1,-1
760,Turning & Milling - Machine 9,Case192,2012-02-14 19:58:00,regular,-1,-1
761,Turning & Milling - Machine 9,Case192,2012-02-15 06:40:00,regular,-1,-1
762,Turning & Milling - Machine 9,Case192,2012-02-15 15:09:00,regular,-1,-1
763,Turning & Milling Q.C.,Case192,2012-02-15 16:00:00,regular,-1,-1
764,Turning & Milling - Machine 9,Case192,2012-02-15 23:29:00,regular,-1,-1
765,Turning & Milling - Machine 9,Case192,2012-02-16 06:44:00,regular,-1,-1
766,Turning & Milling - Machine 9,Case192,2012-02-16 09:05:00,regular,-1,-1
767,Turning & Milling - Machine 9,Case192,2012-02-16 11:46:00,regular,-1,-1
768,Turning & Milling - Machine 9,Case192,2012-02-16 11:46:00,regular,-1,-1
769,Turning & Milling Q.C.,Case192,2012-02-16 12:50:00,regular,-1,-1
770,Milling - Machine 14,Case192,2012-02-16 17:54:00,regular,-1,-1
771,Final Inspection Q.C.,Case192,2012-02-17 10:30:00,regular,-1,-1
772,Milling - Machine 14,Case192,2012-02-17 12:36:00,regular,-1,-1
773,Turning & Milling - Machine 9,Case192,2012-02-19 18:46:00,regular,-1,-1
774,Milling - Machine 14,Case192,2012-02-19 21:00:00,regular,-1,-1
775,Milling - Machine 14,Case192,2012-02-20 16:06:00,regular,-1,-1
776,Milling - Machine 14,Case192,2012-02-21 06:29:00,regular,-1,-1
777,Milling - Machine 14,Case192,2012-02-21 11:40:00,regular,-1,-1
778,Milling - Machine 14,Case192,2012-02-21 16:00:00,regular,-1,-1
779,Turning & Milling - Machine 9,Case192,2012-02-21 18:30:00,regular,-1,-1
780,Milling - Machine 14,Case192,2012-02-21 19:50:00,regular,-1,-1
781,Milling - Machine 14,Case192,2012-02-21 21:00:00,regular,-1,-1
782,Milling - Machine 14,Case192,2012-02-22 06:06:00,regular,-1,-1
783,Milling - Machine 14,Case192,2012-02-22 08:10:00,regular,-1,-1
784,Milling - Machine 14,Case192,2012-02-22 16:00:00,regular,-1,-1
785,Milling - Machine 14,Case192,2012-02-23 06:31:00,regular,-1,-1
786,Milling - Machine 14,Case192,2012-02-23 10:00:00,regular,-1,-1
787,Milling - Machine 14,Case192,2012-02-23 12:00:00,regular,-1,-1
788,Milling - Machine 14,Case192,2012-02-23 16:00:00,regular,-1,-1
789,Milling - Machine 14,Case192,2012-02-24 06:30:00,regular,-1,-1
790,Packing,Case192,2012-02-26 01:00:00,regular,-1,-1
791,Final Inspection Q.C.,Case192,2012-02-26 14:04:00,regular,-1,-1
792,regular,Case192,2012-02-26 14:04:01,regular,0,-1
793,other,Case148,2012-11-01 11:30:00,regular,-1,-1
794,other,Case148,2012-01-17 15:00:00,regular,-1,-1
795,Packing,Case148,2012-02-26 01:00:00,regular,-1,-1
796,Final Inspection Q.C.,Case148,2012-02-26 01:15:00,regular,-1,-1
797,other,Case148,2012-02-26 01:15:00,regular,-1,-1
798,Final Inspection Q.C.,Case148,2012-02-26 14:00:00,regular,-1,-1
799,Milling - Machine 14,Case148,2012-02-26 14:53:00,regular,-1,-1
800,regular,Case148,2012-02-26 14:53:01,regular,0,-1
801,Grinding Rework - Machine 27,Case179,2012-11-01 22:51:00,deviant,-1,-1
802,Final Inspection Q.C.,Case179,2012-01-13 10:00:00,deviant,-1,-1
803,Packing,Case179,2012-01-15 01:00:00,deviant,-1,-1
804,other,Case179,2012-02-20 12:50:00,deviant,-1,-1
805,Final Inspection Q.C.,Case179,2012-02-22 11:00:00,deviant,-1,-1
806,Packing,Case179,2012-02-23 01:00:00,deviant,-1,-1
807,deviant,Case179,2012-02-23 01:00:01,deviant,0,-1
808,Turning & Milling - Machine 8,Case249,2012-12-01 15:05:00,deviant,-1,-1
809,Turning & Milling - Machine 8,Case249,2012-12-01 16:00:00,deviant,-1,-1
810,Turning & Milling Q.C.,Case249,2012-01-13 07:41:00,deviant,-1,-1
811,Turning & Milling - Machine 8,Case249,2012-01-13 12:40:00,deviant,-1,-1
812,Turning & Milling - Machine 8,Case249,2012-01-15 17:58:00,deviant,-1,-1
813,Turning & Milling - Machine 8,Case249,2012-01-15 22:15:00,deviant,-1,-1
814,Turning & Milling Q.C.,Case249,2012-01-16 08:40:00,deviant,-1,-1
815,Flat Grinding - Machine 11,Case249,2012-01-16 16:08:00,deviant,-1,-1
816,Lapping - Machine 1,Case249,2012-01-16 17:22:00,deviant,-1,-1
817,Round Grinding - Manual,Case249,2012-01-17 13:32:00,deviant,-1,-1
818,Round Grinding - Machine 2,Case249,2012-01-18 00:53:00,deviant,-1,-1
819,Round Grinding - Machine 2,Case249,2012-01-18 02:07:00,deviant,-1,-1
820,Round Grinding - Machine 2,Case249,2012-01-18 16:03:00,deviant,-1,-1
821,Round Grinding - Machine 2,Case249,2012-01-18 17:57:00,deviant,-1,-1
822,Round Grinding - Machine 2,Case249,2012-01-19 02:22:00,deviant,-1,-1
823,Laser Marking - Machine 7,Case249,2012-01-19 07:40:00,deviant,-1,-1
824,Laser Marking - Machine 7,Case249,2012-01-19 08:31:00,deviant,-1,-1
825,Final Inspection Q.C.,Case249,2012-01-19 11:10:00,deviant,-1,-1
826,Packing,Case249,2012-01-22 01:00:00,deviant,-1,-1
827,deviant,Case249,2012-01-22 01:00:01,deviant,0,-1
828,Lapping - Machine 1,Case231,2012-12-01 15:27:00,deviant,-1,-1
829,Round Grinding - Machine 2,Case231,2012-01-15 14:26:00,deviant,-1,-1
830,Round Grinding - Machine 2,Case231,2012-01-15 16:09:00,deviant,-1,-1
831,Round Grinding - Machine 2,Case231,2012-01-15 23:38:00,deviant,-1,-1
832,Round Grinding - Machine 2,Case231,2012-01-16 04:33:00,deviant,-1,-1
833,Round Grinding - Q.C.,Case231,2012-01-18 12:50:00,deviant,-1,-1
834,Round Grinding - Q.C.,Case231,2012-01-18 16:08:00,deviant,-1,-1
835,Round Grinding - Q.C.,Case231,2012-01-19 09:30:00,deviant,-1,-1
836,deviant,Case231,2012-01-19 09:30:01,deviant,0,-1
837,Turning & Milling - Machine 4,Case21,2012-12-01 17:55:00,deviant,-1,-1
838,Turning & Milling - Machine 4,Case21,2012-01-13 06:26:00,deviant,-1,-1
839,Turning & Milling - Machine 4,Case21,2012-01-13 08:38:00,deviant,-1,-1
840,Turning & Milling Q.C.,Case21,2012-01-13 12:50:00,deviant,-1,-1
841,Turning & Milling - Machine 4,Case21,2012-01-13 12:50:00,deviant,-1,-1
842,Turning & Milling - Machine 4,Case21,2012-01-14 22:00:00,deviant,-1,-1
843,Turning & Milling Q.C.,Case21,2012-01-15 01:15:00,deviant,-1,-1
844,Turning & Milling - Machine 4,Case21,2012-01-15 04:41:00,deviant,-1,-1
845,Turning & Milling - Machine 4,Case21,2012-01-15 09:52:00,deviant,-1,-1
846,Turning & Milling Q.C.,Case21,2012-01-15 12:37:00,deviant,-1,-1
847,Turning & Milling Q.C.,Case21,2012-01-15 15:32:00,deviant,-1,-1
848,Turning & Milling Q.C.,Case21,2012-01-15 16:09:00,deviant,-1,-1
849,Laser Marking - Machine 7,Case21,2012-01-23 14:37:00,deviant,-1,-1
850,Round Grinding - Machine 3,Case21,2012-01-23 22:18:00,deviant,-1,-1
851,Round Grinding - Machine 3,Case21,2012-01-24 08:40:00,deviant,-1,-1
852,Round Grinding - Machine 3,Case21,2012-01-24 14:50:00,deviant,-1,-1
853,Round Grinding - Machine 3,Case21,2012-01-24 21:30:00,deviant,-1,-1
854,Round Grinding - Machine 3,Case21,2012-01-24 22:30:00,deviant,-1,-1
855,Round Grinding - Machine 2,Case21,2012-08-02 04:40:00,deviant,-1,-1
856,Round Grinding - Machine 2,Case21,2012-08-02 06:55:00,deviant,-1,-1
857,Turning & Milling Q.C.,Case21,2012-08-02 07:30:00,deviant,-1,-1
858,Round Grinding - Machine 2,Case21,2012-08-02 09:57:00,deviant,-1,-1
859,Round Grinding - Machine 2,Case21,2012-08-02 16:34:00,deviant,-1,-1
860,Final Inspection Q.C.,Case21,2012-02-16 16:05:00,deviant,-1,-1
861,deviant,Case21,2012-02-16 16:05:01,deviant,0,-1
862,Turning & Milling - Machine 6,Case239,2012-01-15 06:38:00,regular,-1,-1
863,Turning & Milling - Machine 6,Case239,2012-01-15 10:34:00,regular,-1,-1
864,Turning & Milling Q.C.,Case239,2012-01-15 11:29:00,regular,-1,-1
865,Turning & Milling - Machine 6,Case239,2012-01-15 13:39:00,regular,-1,-1
866,Turning & Milling - Machine 6,Case239,2012-01-16 02:37:00,regular,-1,-1
867,Turning & Milling Q.C.,Case239,2012-01-17 13:33:00,regular,-1,-1
868,other,Case239,2012-01-23 14:49:00,regular,-1,-1
869,Laser Marking - Machine 7,Case239,2012-01-24 17:14:00,regular,-1,-1
870,Lapping - Machine 1,Case239,2012-01-25 12:12:00,regular,-1,-1
871,Final Inspection Q.C.,Case239,2012-01-25 18:02:00,regular,-1,-1
872,Final Inspection Q.C.,Case239,2012-01-27 13:15:00,regular,-1,-1
873,Packing,Case239,2012-01-30 01:00:00,regular,-1,-1
874,regular,Case239,2012-01-30 01:00:01,regular,0,-1
875,Turning & Milling - Machine 4,Case20,2012-01-15 14:06:00,deviant,-1,-1
876,Turning & Milling - Machine 4,Case20,2012-01-15 15:36:00,deviant,-1,-1
877,Turning & Milling Q.C.,Case20,2012-01-15 16:08:00,deviant,-1,-1
878,Turning & Milling - Machine 4,Case20,2012-01-15 22:24:00,deviant,-1,-1
879,Turning & Milling - Machine 4,Case20,2012-01-16 02:34:00,deviant,-1,-1
880,Turning & Milling - Machine 4,Case20,2012-01-16 04:38:00,deviant,-1,-1
881,Turning & Milling - Machine 4,Case20,2012-01-16 16:26:00,deviant,-1,-1
882,Turning & Milling - Machine 4,Case20,2012-01-16 17:52:00,deviant,-1,-1
883,Turning & Milling - Machine 4,Case20,2012-01-17 06:49:00,deviant,-1,-1
884,Turning & Milling Q.C.,Case20,2012-01-17 15:53:00,deviant,-1,-1
885,Turning & Milling - Machine 4,Case20,2012-01-17 18:50:00,deviant,-1,-1
886,Laser Marking - Machine 7,Case20,2012-01-23 12:45:00,deviant,-1,-1
887,Round Grinding - Machine 3,Case20,2012-01-24 22:00:00,deviant,-1,-1
888,Round Grinding - Machine 3,Case20,2012-01-24 23:15:00,deviant,-1,-1
889,Round Grinding - Machine 3,Case20,2012-01-25 09:30:00,deviant,-1,-1
890,Round Grinding - Machine 3,Case20,2012-01-26 15:56:00,deviant,-1,-1
891,Round Grinding - Machine 3,Case20,2012-01-26 23:24:00,deviant,-1,-1
892,Round Grinding - Machine 3,Case20,2012-01-27 10:00:00,deviant,-1,-1
893,Round Grinding - Machine 3,Case20,2012-06-02 00:17:00,deviant,-1,-1
894,Turning & Milling Q.C.,Case20,2012-06-02 07:07:00,deviant,-1,-1
895,Round Grinding - Machine 2,Case20,2012-07-02 14:17:00,deviant,-1,-1
896,Round Grinding - Machine 2,Case20,2012-07-02 17:42:00,deviant,-1,-1
897,Round Grinding - Machine 2,Case20,2012-08-02 02:01:00,deviant,-1,-1
898,deviant,Case20,2012-08-02 02:01:01,deviant,0,-1
899,Turning & Milling - Machine 10,Case11,2012-01-15 23:40:00,deviant,-1,-1
900,Turning & Milling - Machine 10,Case11,2012-01-16 09:49:00,deviant,-1,-1
901,Turning & Milling Q.C.,Case11,2012-01-16 09:54:00,deviant,-1,-1
902,Turning & Milling - Machine 10,Case11,2012-01-16 16:22:00,deviant,-1,-1
903,Turning & Milling - Machine 10,Case11,2012-01-16 23:38:00,deviant,-1,-1
904,Turning & Milling - Machine 10,Case11,2012-01-17 06:37:00,deviant,-1,-1
905,Turning & Milling - Machine 10,Case11,2012-01-17 12:01:00,deviant,-1,-1
906,Turning & Milling Q.C.,Case11,2012-01-18 08:38:00,deviant,-1,-1
907,Turning & Milling - Machine 10,Case11,2012-01-18 09:50:00,deviant,-1,-1
908,Turning & Milling - Machine 10,Case11,2012-01-18 09:56:00,deviant,-1,-1
909,Turning & Milling Q.C.,Case11,2012-01-18 11:29:00,deviant,-1,-1
910,Turning & Milling - Machine 10,Case11,2012-01-18 15:32:00,deviant,-1,-1
911,Turning & Milling - Machine 9,Case11,2012-01-19 09:00:00,deviant,-1,-1
912,Turning & Milling - Machine 10,Case11,2012-01-19 16:00:00,deviant,-1,-1
913,Turning & Milling - Machine 10,Case11,2012-01-19 19:21:00,deviant,-1,-1
914,Laser Marking - Machine 7,Case11,2012-01-22 15:33:00,deviant,-1,-1
915,Turning & Milling Q.C.,Case11,2012-01-23 09:25:00,deviant,-1,-1
916,Laser Marking - Machine 7,Case11,2012-01-24 16:06:00,deviant,-1,-1
917,Packing,Case11,2012-01-25 01:00:00,deviant,-1,-1
918,Final Inspection Q.C.,Case11,2012-01-25 14:09:00,deviant,-1,-1
919,deviant,Case11,2012-01-25 14:09:01,deviant,0,-1
920,Turning & Milling - Machine 6,Case241,2012-01-16 01:15:00,deviant,-1,-1
921,Turning & Milling - Machine 6,Case241,2012-01-17 01:15:00,deviant,-1,-1
922,Turning & Milling - Machine 6,Case241,2012-01-22 23:34:00,deviant,-1,-1
923,deviant,Case241,2012-01-22 23:34:01,deviant,0,-1
924,Turning & Milling - Machine 6,Case243,2012-01-16 06:36:00,deviant,-1,-1
925,Turning & Milling - Machine 6,Case243,2012-01-16 11:00:00,deviant,-1,-1
926,Turning & Milling Q.C.,Case243,2012-01-16 12:48:00,deviant,-1,-1
927,Turning & Milling - Machine 6,Case243,2012-01-16 16:39:00,deviant,-1,-1
928,deviant,Case243,2012-01-16 16:39:01,deviant,0,-1
929,Turning & Milling Q.C.,Case224,2012-01-16 08:40:00,regular,-1,-1
930,Turning & Milling Q.C.,Case224,2012-01-16 09:30:00,regular,-1,-1
931,Turning & Milling Q.C.,Case224,2012-01-19 16:50:00,regular,-1,-1
932,regular,Case224,2012-01-19 16:50:01,regular,0,-1
933,Turning & Milling Q.C.,Case235,2012-01-16 14:12:00,deviant,-1,-1
934,Turning & Milling Q.C.,Case235,2012-01-16 18:00:00,deviant,-1,-1
935,Turning & Milling - Machine 10,Case235,2012-01-16 18:08:00,deviant,-1,-1
936,Turning & Milling - Machine 10,Case235,2012-01-18 23:30:00,deviant,-1,-1
937,Turning & Milling - Machine 10,Case235,2012-01-23 17:43:00,deviant,-1,-1
938,Turning & Milling - Machine 10,Case235,2012-01-24 15:10:00,deviant,-1,-1
939,Turning & Milling Q.C.,Case235,2012-01-24 18:03:00,deviant,-1,-1
940,Turning & Milling - Machine 10,Case235,2012-01-25 15:44:00,deviant,-1,-1
941,Turning & Milling - Machine 9,Case235,2012-01-26 00:03:00,deviant,-1,-1
942,Turning & Milling - Machine 10,Case235,2012-01-26 06:32:00,deviant,-1,-1
943,Turning & Milling Q.C.,Case235,2012-01-26 08:40:00,deviant,-1,-1
944,Turning & Milling Q.C.,Case235,2012-01-26 10:00:00,deviant,-1,-1
945,Turning & Milling - Machine 10,Case235,2012-01-26 15:46:00,deviant,-1,-1
946,Turning & Milling Q.C.,Case235,2012-01-26 18:00:00,deviant,-1,-1
947,Turning & Milling - Machine 10,Case235,2012-01-27 05:36:00,deviant,-1,-1
948,Milling - Machine 16,Case235,2012-01-27 12:30:00,deviant,-1,-1
949,deviant,Case235,2012-01-27 12:30:01,deviant,0,-1
950,Turning - Machine 8,Case256,2012-01-16 17:51:00,deviant,-1,-1
951,Turning - Machine 8,Case256,2012-01-17 02:04:00,deviant,-1,-1
952,Turning - Machine 8,Case256,2012-01-17 06:21:00,deviant,-1,-1
953,Turning Q.C.,Case256,2012-01-17 12:50:00,deviant,-1,-1
954,Turning - Machine 8,Case256,2012-01-17 15:00:00,deviant,-1,-1
955,Turning - Machine 8,Case256,2012-01-17 18:08:00,deviant,-1,-1
956,Turning - Machine 8,Case256,2012-01-17 18:40:00,deviant,-1,-1
957,Turning - Machine 8,Case256,2012-01-17 18:45:00,deviant,-1,-1
958,Turning - Machine 8,Case256,2012-01-18 06:31:00,deviant,-1,-1
959,Turning - Machine 8,Case256,2012-01-18 14:59:00,deviant,-1,-1
960,Turning Q.C.,Case256,2012-01-18 15:50:00,deviant,-1,-1
961,Turning & Milling - Machine 10,Case256,2012-01-30 15:21:00,deviant,-1,-1
962,Turning & Milling Q.C.,Case256,2012-01-30 17:54:00,deviant,-1,-1
963,Turning & Milling - Machine 10,Case256,2012-01-31 11:39:00,deviant,-1,-1
964,deviant,Case256,2012-01-31 11:39:01,deviant,0,-1
965,Turning & Milling - Machine 6,Case258,2012-01-17 00:00:00,deviant,-1,-1
966,Turning & Milling - Machine 6,Case258,2012-01-17 01:50:00,deviant,-1,-1
967,Turning & Milling - Machine 6,Case258,2012-01-17 13:13:00,deviant,-1,-1
968,Turning & Milling - Machine 6,Case258,2012-01-18 07:41:00,deviant,-1,-1
969,Turning & Milling - Machine 6,Case258,2012-01-18 15:11:00,deviant,-1,-1
970,Turning & Milling - Machine 6,Case258,2012-01-18 15:59:00,deviant,-1,-1
971,Turning & Milling - Machine 6,Case258,2012-01-19 06:29:00,deviant,-1,-1
972,Turning & Milling Q.C.,Case258,2012-01-19 09:35:00,deviant,-1,-1
973,Turning & Milling Q.C.,Case258,2012-01-20 07:31:00,deviant,-1,-1
974,Laser Marking - Machine 7,Case258,2012-01-30 10:29:00,deviant,-1,-1
975,Turning & Milling Q.C.,Case258,2012-01-30 11:00:00,deviant,-1,-1
976,Lapping - Machine 1,Case258,2012-01-30 15:19:00,deviant,-1,-1
977,Final Inspection Q.C.,Case258,2012-01-02 16:08:00,deviant,-1,-1
978,deviant,Case258,2012-01-02 16:08:01,deviant,0,-1
979,Turning & Milling - Machine 9,Case10,2012-01-17 11:05:00,deviant,-1,-1
980,Turning Q.C.,Case10,2012-01-17 11:15:00,deviant,-1,-1
981,Turning & Milling - Machine 9,Case10,2012-01-17 20:01:00,deviant,-1,-1
982,Turning & Milling - Machine 9,Case10,2012-01-17 23:43:00,deviant,-1,-1
983,Turning & Milling - Machine 9,Case10,2012-01-18 06:32:00,deviant,-1,-1
984,Turning & Milling - Machine 9,Case10,2012-01-18 07:24:00,deviant,-1,-1
985,Turning & Milling - Machine 9,Case10,2012-01-18 17:55:00,deviant,-1,-1
986,Turning & Milling - Machine 9,Case10,2012-01-18 20:04:00,deviant,-1,-1
987,Turning & Milling - Machine 9,Case10,2012-01-19 06:29:00,deviant,-1,-1
988,Turning & Milling - Machine 9,Case10,2012-01-19 18:09:00,deviant,-1,-1
989,Turning & Milling - Machine 9,Case10,2012-01-19 20:08:00,deviant,-1,-1
990,Turning & Milling - Machine 9,Case10,2012-01-20 05:10:00,deviant,-1,-1
991,Turning & Milling - Machine 9,Case10,2012-01-22 06:34:00,deviant,-1,-1
992,Turning & Milling - Machine 9,Case10,2012-01-22 07:13:00,deviant,-1,-1
993,Turning & Milling - Machine 9,Case10,2012-01-22 17:47:00,deviant,-1,-1
994,Turning Q.C.,Case10,2012-01-23 10:26:00,deviant,-1,-1
995,Laser Marking - Machine 7,Case10,2012-01-25 10:57:00,deviant,-1,-1
996,Laser Marking - Machine 7,Case10,2012-01-25 12:54:00,deviant,-1,-1
997,Laser Marking - Machine 7,Case10,2012-01-25 14:09:00,deviant,-1,-1
998,Flat Grinding - Machine 11,Case10,2012-01-27 13:00:00,deviant,-1,-1
999,Flat Grinding - Machine 11,Case10,2012-01-29 15:06:00,deviant,-1,-1
1000,Flat Grinding - Machine 11,Case10,2012-01-30 16:59:00,deviant,-1,-1
1001,deviant,Case10,2012-01-30 16:59:01,deviant,0,-1
1002,Turning & Milling - Machine 10,Case259,2012-01-17 15:00:00,deviant,-1,-1
1003,Turning & Milling - Machine 10,Case259,2012-01-17 15:55:00,deviant,-1,-1
1004,Turning & Milling - Machine 10,Case259,2012-01-17 23:42:00,deviant,-1,-1
1005,Turning & Milling - Machine 10,Case259,2012-01-18 06:37:00,deviant,-1,-1
1006,Turning & Milling - Machine 10,Case259,2012-01-18 08:30:00,deviant,-1,-1
1007,Turning & Milling - Machine 10,Case259,2012-01-18 19:48:00,deviant,-1,-1
1008,Turning & Milling - Machine 10,Case259,2012-01-18 20:05:00,deviant,-1,-1
1009,Turning & Milling - Machine 10,Case259,2012-01-19 06:30:00,deviant,-1,-1
1010,Turning & Milling - Machine 10,Case259,2012-01-19 21:25:00,deviant,-1,-1
1011,Turning & Milling - Machine 10,Case259,2012-01-20 06:48:00,deviant,-1,-1
1012,Turning & Milling - Machine 10,Case259,2012-01-20 09:21:00,deviant,-1,-1
1013,Turning & Milling - Machine 10,Case259,2012-01-22 06:33:00,deviant,-1,-1
1014,Turning & Milling - Machine 10,Case259,2012-01-22 09:01:00,deviant,-1,-1
1015,Turning & Milling - Machine 10,Case259,2012-01-22 17:47:00,deviant,-1,-1
1016,Turning & Milling - Machine 10,Case259,2012-01-23 06:44:00,deviant,-1,-1
1017,Turning & Milling Q.C.,Case259,2012-01-23 07:54:00,deviant,-1,-1
1018,Turning & Milling - Machine 10,Case259,2012-01-23 21:48:00,deviant,-1,-1
1019,Turning & Milling - Machine 10,Case259,2012-01-24 07:08:00,deviant,-1,-1
1020,Turning & Milling Q.C.,Case259,2012-01-24 10:32:00,deviant,-1,-1
1021,deviant,Case259,2012-01-24 10:32:01,deviant,0,-1
1022,Turning - Machine 9,Case13,2012-01-17 15:17:00,regular,-1,-1
1023,Turning - Machine 9,Case13,2012-01-17 15:56:00,regular,-1,-1
1024,Turning - Machine 9,Case13,2012-01-17 19:23:00,regular,-1,-1
1025,Packing,Case13,2012-01-18 01:00:00,regular,-1,-1
1026,Turning Q.C.,Case13,2012-01-18 07:43:00,regular,-1,-1
1027,Laser Marking - Machine 7,Case13,2012-01-18 08:25:00,regular,-1,-1
