,Activity,Case ID,Complete Timestamp,label
414,Round Grinding - Machine 3,Case225,2012-01-31 23:31:00,deviant
415,Final Inspection Q.C.,Case225,2012-05-02 12:50:00,deviant
416,Final Inspection Q.C.,Case225,2012-05-02 14:00:00,deviant
417,Packing,Case225,2012-06-02 01:00:00,deviant
418,Packing,Case225,2012-06-02 01:00:00,deviant
419,Final Inspection Q.C.,Case225,2012-07-02 08:40:00,deviant
420,Final Inspection Q.C.,Case225,2012-07-02 12:50:00,deviant
421,Final Inspection Q.C.,Case225,2012-07-02 12:50:00,deviant
422,Final Inspection Q.C.,Case225,2012-07-02 14:40:00,deviant
423,Final Inspection Q.C.,Case225,2012-07-02 16:10:00,deviant
424,Final Inspection Q.C.,Case225,2012-10-02 12:00:00,deviant
425,Packing,Case225,2012-12-02 01:00:00,deviant
426,Final Inspection Q.C.,Case225,2012-12-02 08:00:00,deviant
427,Grinding Rework - Machine 27,Case225,2012-12-02 13:42:00,deviant
428,Packing,Case225,2012-02-13 01:00:00,deviant
429,Final Inspection Q.C.,Case225,2012-02-13 12:00:00,deviant
430,Final Inspection Q.C.,Case225,2012-02-20 16:11:00,deviant
431,deviant,Case225,2012-02-20 16:11:01,deviant
432,Turning & Milling - Machine 4,Case267,2012-05-01 17:58:00,deviant
433,Turning & Milling - Machine 4,Case267,2012-06-01 01:14:00,deviant
434,Turning & Milling - Machine 4,Case267,2012-06-01 06:39:00,deviant
435,Turning & Milling Q.C.,Case267,2012-06-01 09:44:00,deviant
436,Turning & Milling - Machine 4,Case267,2012-06-01 12:52:00,deviant
437,Turning & Milling - Machine 4,Case267,2012-07-01 07:00:00,deviant
438,Turning & Milling - Machine 4,Case267,2012-07-01 23:30:00,deviant
439,Turning & Milling - Machine 4,Case267,2012-08-01 06:43:00,deviant
440,Turning & Milling Q.C.,Case267,2012-08-01 10:00:00,deviant
441,Turning & Milling - Machine 4,Case267,2012-08-01 16:05:00,deviant
442,Turning & Milling - Machine 4,Case267,2012-08-01 17:50:00,deviant
443,Turning & Milling - Machine 4,Case267,2012-09-01 07:00:00,deviant
444,Turning & Milling Q.C.,Case267,2012-09-01 08:30:00,deviant
445,Turning & Milling - Machine 4,Case267,2012-09-01 17:52:00,deviant
446,Turning & Milling - Machine 4,Case267,2012-10-01 06:30:00,deviant
447,Turning & Milling - Machine 4,Case267,2012-10-01 06:55:00,deviant
448,Turning & Milling Q.C.,Case267,2012-10-01 08:24:00,deviant
449,Turning & Milling - Machine 4,Case267,2012-10-01 12:07:00,deviant
450,Turning & Milling - Machine 4,Case267,2012-10-01 13:23:00,deviant
451,Turning & Milling - Machine 4,Case267,2012-10-01 15:58:00,deviant
452,Turning & Milling - Machine 4,Case267,2012-10-01 23:38:00,deviant
453,Turning & Milling Q.C.,Case267,2012-11-01 08:09:00,deviant
454,Turning & Milling - Machine 4,Case267,2012-11-01 16:07:00,deviant
455,Turning & Milling - Machine 4,Case267,2012-11-01 23:42:00,deviant
456,Turning & Milling Q.C.,Case267,2012-01-17 11:12:00,deviant
457,Turning & Milling Q.C.,Case267,2012-01-17 11:35:00,deviant
458,Wire Cut - Machine 13,Case267,2012-01-18 01:15:00,deviant
459,Wire Cut - Machine 13,Case267,2012-01-18 13:00:00,deviant
460,Wire Cut - Machine 13,Case267,2012-01-19 08:11:00,deviant
461,Turning & Milling Q.C.,Case267,2012-01-19 17:00:00,deviant
462,Wire Cut - Machine 13,Case267,2012-01-22 15:00:00,deviant
463,Wire Cut - Machine 13,Case267,2012-01-24 17:00:00,deviant
464,Wire Cut - Machine 13,Case267,2012-01-25 15:00:00,deviant
465,Wire Cut - Machine 13,Case267,2012-01-26 15:30:00,deviant
466,Wire Cut - Machine 13,Case267,2012-01-27 00:00:00,deviant
467,Wire Cut - Machine 13,Case267,2012-01-27 12:30:00,deviant
468,Wire Cut - Machine 13,Case267,2012-01-29 18:00:00,deviant
469,Wire Cut - Machine 13,Case267,2012-01-29 23:00:00,deviant
470,Laser Marking - Machine 7,Case267,2012-01-02 12:51:00,deviant
471,Laser Marking - Machine 7,Case267,2012-01-02 14:02:00,deviant
472,Laser Marking - Machine 7,Case267,2012-01-02 17:59:00,deviant
473,Lapping - Machine 1,Case267,2012-02-02 01:15:00,deviant
474,Laser Marking - Machine 7,Case267,2012-02-02 15:53:00,deviant
475,Lapping - Machine 1,Case267,2012-02-02 17:02:00,deviant
476,Lapping - Machine 1,Case267,2012-03-02 01:15:00,deviant
477,Laser Marking - Machine 7,Case267,2012-03-02 07:40:00,deviant
478,Lapping - Machine 1,Case267,2012-03-02 11:53:00,deviant
479,Round Grinding - Machine 3,Case267,2012-05-02 10:02:00,deviant
480,Round Grinding - Q.C.,Case267,2012-05-02 18:04:00,deviant
481,Round Grinding - Machine 3,Case267,2012-05-02 20:03:00,deviant
482,Round Grinding - Machine 3,Case267,2012-06-02 06:53:00,deviant
483,Round Grinding - Machine 3,Case267,2012-06-02 08:09:00,deviant
484,Round Grinding - Machine 3,Case267,2012-02-19 00:10:00,deviant
485,Round Grinding - Machine 3,Case267,2012-02-19 06:55:00,deviant
486,Round Grinding - Machine 3,Case267,2012-02-19 07:20:00,deviant
487,Round Grinding - Machine 3,Case267,2012-02-19 13:40:00,deviant
488,Round Grinding - Machine 3,Case267,2012-02-19 21:22:00,deviant
489,Round Grinding - Machine 3,Case267,2012-02-20 06:52:00,deviant
490,Round Grinding - Machine 3,Case267,2012-02-20 07:00:00,deviant
491,Round Grinding - Machine 3,Case267,2012-02-20 15:27:00,deviant
492,Round Grinding - Machine 3,Case267,2012-02-20 21:26:00,deviant
493,Round Grinding - Machine 3,Case267,2012-02-20 21:53:00,deviant
494,Round Grinding - Machine 3,Case267,2012-02-21 06:48:00,deviant
495,Round Grinding - Machine 3,Case267,2012-02-21 07:17:00,deviant
496,Round Grinding - Machine 3,Case267,2012-02-21 08:25:00,deviant
497,Round Grinding - Machine 3,Case267,2012-02-21 11:22:00,deviant
498,Round Grinding - Q.C.,Case267,2012-02-23 16:04:00,deviant
499,Round Grinding - Q.C.,Case267,2012-02-24 12:53:00,deviant
500,Round Grinding - Q.C.,Case267,2012-02-26 14:47:00,deviant
501,Final Inspection Q.C.,Case267,2012-02-26 14:48:00,deviant
502,Packing,Case267,2012-02-27 01:00:00,deviant
503,Round Grinding - Q.C.,Case267,2012-02-27 15:16:00,deviant
504,Final Inspection Q.C.,Case267,2012-02-27 16:09:00,deviant
505,Packing,Case267,2012-02-28 01:00:00,deviant
506,Final Inspection Q.C.,Case267,2012-02-28 09:40:00,deviant
507,Final Inspection Q.C.,Case267,2012-02-28 09:42:00,deviant
508,Round Grinding - Q.C.,Case267,2012-02-28 09:43:00,deviant
509,Final Inspection Q.C.,Case267,2012-02-28 11:43:00,deviant
510,deviant,Case267,2012-02-28 11:43:01,deviant
511,Turning & Milling - Machine 6,Case230,2012-06-01 01:14:00,deviant
512,Turning & Milling - Machine 6,Case230,2012-06-01 06:39:00,deviant
513,Turning & Milling - Machine 6,Case230,2012-08-01 12:09:00,deviant
514,Turning & Milling Q.C.,Case230,2012-08-01 12:28:00,deviant
515,Turning & Milling - Machine 6,Case230,2012-08-01 17:49:00,deviant
516,Turning & Milling - Machine 6,Case230,2012-09-01 06:30:00,deviant
517,Turning & Milling Q.C.,Case230,2012-09-01 07:15:00,deviant
518,Turning & Milling - Machine 6,Case230,2012-09-01 15:56:00,deviant
519,Turning & Milling - Machine 6,Case230,2012-09-01 17:36:00,deviant
520,Turning & Milling - Machine 6,Case230,2012-09-01 23:51:00,deviant
521,deviant,Case230,2012-09-01 23:51:01,deviant
522,Turning - Machine 8,Case155,2012-06-01 11:56:00,regular
523,Turning & Milling - Machine 8,Case155,2012-06-01 12:38:00,regular
524,Turning & Milling - Machine 8,Case155,2012-06-01 13:53:00,regular
525,Turning & Milling Q.C.,Case155,2012-08-01 11:59:00,regular
526,Turning & Milling - Machine 8,Case155,2012-08-01 15:39:00,regular
527,Turning & Milling Q.C.,Case155,2012-08-01 17:00:00,regular
528,Laser Marking - Machine 7,Case155,2012-10-01 08:12:00,regular
529,Laser Marking - Machine 7,Case155,2012-10-01 09:10:00,regular
530,Lapping - Machine 1,Case155,2012-10-01 10:33:00,regular
531,Final Inspection Q.C.,Case155,2012-10-01 15:14:00,regular
532,Final Inspection Q.C.,Case155,2012-11-01 13:19:00,regular
533,Packing,Case155,2012-01-13 01:00:00,regular
534,regular,Case155,2012-01-13 01:00:01,regular
535,Turning & Milling Q.C.,Case203,2012-08-01 10:43:00,regular
536,Laser Marking - Machine 7,Case203,2012-08-01 13:37:00,regular
537,Lapping - Machine 1,Case203,2012-10-01 01:15:00,regular
538,Flat Grinding - Machine 11,Case203,2012-10-01 11:58:00,regular
539,Lapping - Machine 1,Case203,2012-11-01 08:38:00,regular
540,Packing,Case203,2012-12-01 01:00:00,regular
541,Final Inspection Q.C.,Case203,2012-12-01 07:03:00,regular
542,regular,Case203,2012-12-01 07:03:01,regular
543,Turning & Milling Q.C.,Case211,2012-08-01 15:02:00,regular
544,Laser Marking - Machine 7,Case211,2012-08-01 20:05:00,regular
545,Laser Marking - Machine 7,Case211,2012-08-01 20:50:00,regular
546,Lapping - Machine 1,Case211,2012-09-01 01:15:00,regular
547,Lapping - Machine 1,Case211,2012-09-01 17:31:00,regular
548,Final Inspection Q.C.,Case211,2012-11-01 16:04:00,regular
549,Final Inspection Q.C.,Case211,2012-01-13 13:18:00,regular
550,Packing,Case211,2012-01-15 01:00:00,regular
551,Packing,Case211,2012-01-15 01:00:00,regular
552,regular,Case211,2012-01-15 01:00:01,regular
553,Turning & Milling Q.C.,Case206,2012-08-01 15:07:00,deviant
554,Laser Marking - Machine 7,Case206,2012-09-01 09:55:00,deviant
555,Lapping - Machine 1,Case206,2012-09-01 10:45:00,deviant
556,Round Grinding - Manual,Case206,2012-01-19 08:32:00,deviant
557,Round Grinding - Manual,Case206,2012-01-19 15:48:00,deviant
558,Final Inspection Q.C.,Case206,2012-01-20 12:50:00,deviant
559,Final Inspection Q.C.,Case206,2012-01-22 08:10:00,deviant
560,Packing,Case206,2012-01-23 01:00:00,deviant
561,Round Grinding - Machine 12,Case206,2012-01-25 16:00:00,deviant
562,Round Grinding - Machine 12,Case206,2012-01-25 17:45:00,deviant
563,Round Grinding - Machine 12,Case206,2012-01-26 08:30:00,deviant
564,deviant,Case206,2012-01-26 08:30:01,deviant
565,Turning & Milling - Machine 9,Case248,2012-08-01 15:53:00,deviant
566,Turning & Milling - Machine 9,Case248,2012-08-01 17:46:00,deviant
567,Turning & Milling - Machine 9,Case248,2012-09-01 01:59:00,deviant
568,Lapping - Machine 1,Case248,2012-10-01 01:15:00,deviant
569,Turning & Milling Q.C.,Case248,2012-10-01 08:10:00,deviant
570,Laser Marking - Machine 7,Case248,2012-10-01 14:33:00,deviant
571,Flat Grinding - Machine 11,Case248,2012-10-01 15:48:00,deviant
572,Flat Grinding - Machine 11,Case248,2012-10-01 17:33:00,deviant
573,Lapping - Machine 1,Case248,2012-10-01 17:34:00,deviant
574,Round Grinding - Machine 2,Case248,2012-11-01 06:29:00,deviant
575,Round Grinding - Machine 2,Case248,2012-11-01 06:52:00,deviant
576,Round Grinding - Machine 2,Case248,2012-11-01 11:35:00,deviant
577,deviant,Case248,2012-11-01 11:35:01,deviant
578,Turning & Milling - Machine 5,Case251,2012-08-01 16:15:00,regular
579,Turning & Milling - Machine 5,Case251,2012-09-01 11:28:00,regular
580,Turning & Milling - Machine 5,Case251,2012-09-01 12:56:00,regular
581,Turning & Milling Q.C.,Case251,2012-10-01 08:21:00,regular
582,Laser Marking - Machine 7,Case251,2012-10-01 09:22:00,regular
583,Turning & Milling Q.C.,Case251,2012-10-01 16:10:00,regular
584,Lapping - Machine 1,Case251,2012-02-14 15:27:00,regular
585,other,Case251,2012-02-19 23:29:00,regular
586,Final Inspection Q.C.,Case251,2012-02-20 12:50:00,regular
587,Final Inspection Q.C.,Case251,2012-02-21 08:40:00,regular
588,other,Case251,2012-02-21 14:19:00,regular
589,Packing,Case251,2012-02-23 01:00:00,regular
590,Final Inspection Q.C.,Case251,2012-02-23 10:30:00,regular
591,Final Inspection Q.C.,Case251,2012-02-23 13:35:00,regular
592,regular,Case251,2012-02-23 13:35:01,regular
593,Packing,Case163,2012-09-01 01:00:00,deviant
594,Final Inspection Q.C.,Case163,2012-09-01 09:46:00,deviant
595,Turning Q.C.,Case163,2012-09-01 11:38:00,deviant
596,Turning Q.C.,Case163,2012-10-01 12:11:00,deviant
597,Turning - Machine 8,Case163,2012-01-22 07:15:00,deviant
598,Packing,Case163,2012-01-24 01:00:00,deviant
599,deviant,Case163,2012-01-24 01:00:01,deviant
600,other,Case200,2012-09-01 01:15:00,deviant
601,Grinding Rework - Machine 27,Case200,2012-11-01 18:59:00,deviant
602,Final Inspection Q.C.,Case200,2012-12-01 08:13:00,deviant
603,deviant,Case200,2012-12-01 08:13:01,deviant
604,Turning & Milling - Machine 6,Case207,2012-09-01 01:15:00,deviant
605,Turning & Milling - Machine 6,Case207,2012-09-01 07:00:00,deviant
606,Turning & Milling - Machine 6,Case207,2012-10-01 01:15:00,deviant
607,Turning & Milling - Machine 6,Case207,2012-10-01 03:00:00,deviant
608,Turning & Milling - Machine 6,Case207,2012-10-01 06:30:00,deviant
609,Turning & Milling - Machine 6,Case207,2012-10-01 15:59:00,deviant
610,Turning & Milling - Machine 6,Case207,2012-11-01 01:00:00,deviant
611,Turning & Milling - Machine 6,Case207,2012-11-01 01:15:00,deviant
612,Turning & Milling - Machine 6,Case207,2012-11-01 01:15:00,deviant
613,Turning & Milling - Machine 6,Case207,2012-11-01 09:06:00,deviant
614,Turning & Milling - Machine 6,Case207,2012-11-01 15:52:00,deviant
615,Turning & Milling - Machine 6,Case207,2012-11-01 23:42:00,deviant
616,Turning & Milling - Machine 6,Case207,2012-12-01 06:30:00,deviant
617,Turning & Milling - Machine 6,Case207,2012-12-01 18:07:00,deviant
618,Turning & Milling - Machine 9,Case207,2012-01-13 00:56:00,deviant
619,Turning & Milling - Machine 6,Case207,2012-01-13 06:17:00,deviant
620,Turning & Milling Q.C.,Case207,2012-01-13 08:00:00,deviant
621,deviant,Case207,2012-01-13 08:00:01,deviant
622,Turning & Milling - Machine 9,Case253,2012-09-01 05:49:00,deviant
623,Turning & Milling - Machine 9,Case253,2012-09-01 06:55:00,deviant
624,Turning & Milling Q.C.,Case253,2012-09-01 08:03:00,deviant
625,Turning & Milling - Machine 9,Case253,2012-09-01 09:46:00,deviant
626,deviant,Case253,2012-09-01 09:46:01,deviant
627,Turning & Milling - Machine 6,Case260,2012-09-01 06:30:00,deviant
628,Turning & Milling - Machine 6,Case260,2012-01-19 15:14:00,deviant
629,Turning & Milling - Machine 6,Case260,2012-01-19 15:56:00,deviant
630,Turning & Milling - Machine 6,Case260,2012-01-19 21:15:00,deviant
631,Turning & Milling - Machine 6,Case260,2012-01-21 21:03:00,deviant
632,Turning & Milling - Machine 6,Case260,2012-01-22 06:31:00,deviant
633,Turning & Milling Q.C.,Case260,2012-01-22 12:13:00,deviant
634,Turning & Milling - Machine 6,Case260,2012-01-22 15:48:00,deviant
635,Turning & Milling - Machine 6,Case260,2012-01-22 17:30:00,deviant
636,Turning & Milling Q.C.,Case260,2012-01-23 16:03:00,deviant
637,Turning & Milling Q.C.,Case260,2012-01-24 07:20:00,deviant
638,Turning & Milling - Machine 6,Case260,2012-01-26 16:03:00,deviant
639,Turning & Milling - Machine 6,Case260,2012-01-27 01:44:00,deviant
640,Turning & Milling - Machine 6,Case260,2012-01-27 06:21:00,deviant
641,Turning & Milling Q.C.,Case260,2012-01-27 07:21:00,deviant
642,Turning & Milling Q.C.,Case260,2012-01-27 07:37:00,deviant
643,Turning & Milling - Machine 6,Case260,2012-01-28 18:00:00,deviant
644,Turning & Milling - Machine 6,Case260,2012-01-29 06:52:00,deviant
645,Turning & Milling - Machine 6,Case260,2012-01-29 11:22:00,deviant
646,Turning & Milling - Machine 6,Case260,2012-01-29 15:45:00,deviant
647,Turning & Milling - Machine 6,Case260,2012-01-29 19:57:00,deviant
648,Turning & Milling - Machine 6,Case260,2012-01-30 06:39:00,deviant
649,Turning & Milling Q.C.,Case260,2012-01-30 10:29:00,deviant
650,Turning & Milling - Machine 6,Case260,2012-01-30 15:49:00,deviant
651,Turning & Milling - Machine 6,Case260,2012-01-30 23:28:00,deviant
652,Turning & Milling - Machine 6,Case260,2012-01-31 06:44:00,deviant
653,Turning & Milling - Machine 6,Case260,2012-01-31 09:29:00,deviant
654,deviant,Case260,2012-01-31 09:29:01,deviant
655,Turning & Milling Q.C.,Case182,2012-09-01 11:11:00,deviant
656,other,Case182,2012-06-03 17:45:00,deviant
657,deviant,Case182,2012-06-03 17:45:01,deviant
658,Turning & Milling - Machine 5,Case198,2012-09-01 17:24:00,deviant
659,Turning & Milling - Machine 5,Case198,2012-09-01 23:00:00,deviant
660,Turning & Milling - Machine 5,Case198,2012-10-01 06:30:00,deviant
661,Turning & Milling - Machine 5,Case198,2012-10-01 07:09:00,deviant
662,deviant,Case198,2012-10-01 07:09:01,deviant
663,Turning & Milling - Machine 8,Case269,2012-09-01 17:30:00,regular
664,Turning & Milling - Machine 8,Case269,2012-10-01 14:47:00,regular
665,Turning & Milling Q.C.,Case269,2012-10-01 15:56:00,regular
666,Turning & Milling - Machine 8,Case269,2012-10-01 16:04:00,regular
667,Turning & Milling - Machine 8,Case269,2012-11-01 11:43:00,regular
668,Turning & Milling Q.C.,Case269,2012-11-01 13:53:00,regular
669,Turning & Milling - Machine 8,Case269,2012-11-01 15:04:00,regular
670,Turning & Milling Q.C.,Case269,2012-11-01 16:20:00,regular
671,Turning & Milling - Machine 8,Case269,2012-11-01 17:54:00,regular
672,Turning & Milling Q.C.,Case269,2012-12-01 08:40:00,regular
673,Lapping - Machine 1,Case269,2012-01-24 11:24:00,regular
674,Laser Marking - Machine 7,Case269,2012-01-24 12:39:00,regular
675,Round Grinding - Machine 2,Case269,2012-01-25 18:00:00,regular
676,Round Grinding - Machine 2,Case269,2012-01-25 23:48:00,regular
677,Round Grinding - Machine 12,Case269,2012-01-26 09:31:00,regular
678,Round Grinding - Machine 12,Case269,2012-01-26 10:51:00,regular
679,Final Inspection Q.C.,Case269,2012-01-29 08:40:00,regular
680,Final Inspection Q.C.,Case269,2012-01-29 12:00:00,regular
681,Final Inspection Q.C.,Case269,2012-01-29 15:55:00,regular
682,Packing,Case269,2012-01-30 01:00:00,regular
683,Final Inspection Q.C.,Case269,2012-01-30 10:31:00,regular
684,regular,Case269,2012-01-30 10:31:01,regular
685,Lapping - Machine 1,Case244,2012-09-01 17:49:00,deviant
686,Lapping - Machine 1,Case244,2012-10-01 08:12:00,deviant
687,Round Grinding - Machine 12,Case244,2012-10-01 09:50:00,deviant
688,Round Grinding - Machine 12,Case244,2012-10-01 15:55:00,deviant
689,Round Grinding - Machine 12,Case244,2012-11-01 11:19:00,deviant
690,Round Grinding - Machine 12,Case244,2012-11-01 12:38:00,deviant
691,Final Inspection Q.C.,Case244,2012-11-01 12:40:00,deviant
692,Round Grinding - Machine 12,Case244,2012-11-01 14:05:00,deviant
693,deviant,Case244,2012-11-01 14:05:01,deviant
694,Packing,Case190,2012-10-01 01:00:00,regular
695,Final Inspection Q.C.,Case190,2012-10-01 15:45:00,regular
696,Turning & Milling Q.C.,Case190,2012-01-29 13:42:00,regular
697,Final Inspection Q.C.,Case190,2012-02-13 01:15:00,regular
698,Turning & Milling Q.C.,Case190,2012-02-14 11:10:00,regular
699,regular,Case190,2012-02-14 11:10:01,regular
700,Turning & Milling - Machine 10,Case194,2012-10-01 10:54:00,deviant
701,Turning & Milling - Machine 10,Case194,2012-11-01 16:28:00,deviant
702,Turning & Milling Q.C.,Case194,2012-11-01 17:52:00,deviant
703,Turning & Milling Q.C.,Case194,2012-12-01 15:51:00,deviant
704,Turning & Milling - Machine 10,Case194,2012-12-01 17:42:00,deviant
705,Turning & Milling - Machine 10,Case194,2012-01-13 06:28:00,deviant
706,Turning & Milling Q.C.,Case194,2012-01-13 12:30:00,deviant
707,Turning & Milling - Machine 10,Case194,2012-01-13 12:48:00,deviant
708,Turning & Milling - Machine 10,Case194,2012-01-14 09:00:00,deviant
709,other,Case194,2012-01-14 13:00:00,deviant
710,Turning & Milling - Machine 10,Case194,2012-01-15 03:17:00,deviant
711,Turning - Machine 9,Case194,2012-01-15 16:25:00,deviant
712,Turning - Machine 9,Case194,2012-01-15 17:52:00,deviant
713,Turning & Milling Q.C.,Case194,2012-01-15 17:58:00,deviant
714,deviant,Case194,2012-01-15 17:58:01,deviant
715,Turning & Milling - Machine 5,Case257,2012-11-01 09:42:00,deviant
716,Turning & Milling - Machine 5,Case257,2012-11-01 15:48:00,deviant
717,Turning & Milling - Machine 5,Case257,2012-11-01 17:24:00,deviant
718,Turning & Milling - Machine 5,Case257,2012-11-01 21:04:00,deviant
719,Turning & Milling - Machine 5,Case257,2012-12-01 07:00:00,deviant
720,Turning & Milling - Machine 5,Case257,2012-12-01 11:07:00,deviant
721,Turning & Milling - Machine 5,Case257,2012-01-13 06:27:00,deviant
722,Turning & Milling - Machine 5,Case257,2012-01-13 12:38:00,deviant
723,Turning & Milling - Machine 5,Case257,2012-01-14 22:00:00,deviant
724,Turning & Milling - Machine 5,Case257,2012-01-15 01:15:00,deviant
725,Turning & Milling - Machine 5,Case257,2012-01-15 05:59:00,deviant
726,Turning & Milling - Machine 5,Case257,2012-01-15 09:55:00,deviant
727,Turning & Milling - Machine 5,Case257,2012-01-15 14:43:00,deviant
728,deviant,Case257,2012-01-15 14:43:01,deviant
729,other,Case192,2012-11-01 10:00:00,regular
730,Turning & Milling Q.C.,Case192,2012-11-01 11:09:00,regular
731,Turning & Milling - Machine 9,Case192,2012-07-02 16:17:00,regular
732,Turning & Milling Q.C.,Case192,2012-08-02 08:40:00,regular
733,Turning & Milling - Machine 9,Case192,2012-08-02 08:41:00,regular
734,Turning & Milling - Machine 9,Case192,2012-08-02 15:46:00,regular
735,Turning & Milling - Machine 9,Case192,2012-08-02 20:17:00,regular
736,Turning & Milling Q.C.,Case192,2012-09-02 08:40:00,regular
737,Turning & Milling - Machine 9,Case192,2012-09-02 10:13:00,regular
738,Turning & Milling - Machine 9,Case192,2012-09-02 15:56:00,regular
739,Turning & Milling - Machine 9,Case192,2012-10-02 06:45:00,regular
740,Turning & Milling Q.C.,Case192,2012-10-02 10:40:00,regular
741,Turning & Milling - Machine 9,Case192,2012-10-02 12:53:00,regular
742,Turning & Milling - Machine 9,Case192,2012-12-02 06:37:00,regular
743,Turning & Milling - Machine 9,Case192,2012-12-02 07:06:00,regular
744,Turning & Milling - Machine 9,Case192,2012-12-02 15:59:00,regular
745,Turning & Milling Q.C.,Case192,2012-12-02 18:03:00,regular
746,Turning & Milling - Machine 9,Case192,2012-12-02 23:24:00,regular
747,Turning & Milling - Machine 9,Case192,2012-02-13 06:41:00,regular
748,Turning & Milling Q.C.,Case192,2012-02-13 09:49:00,regular
749,Turning & Milling Q.C.,Case192,2012-02-13 10:02:00,regular
750,Turning & Milling - Machine 9,Case192,2012-02-13 14:34:00,regular
751,Turning & Milling - Machine 9,Case192,2012-02-13 15:58:00,regular
752,Turning & Milling Q.C.,Case192,2012-02-13 16:02:00,regular
753,Turning & Milling - Machine 9,Case192,2012-02-13 17:58:00,regular
754,Turning & Milling - Machine 9,Case192,2012-02-13 23:23:00,regular
755,Turning & Milling - Machine 9,Case192,2012-02-14 06:46:00,regular
756,Turning & Milling - Machine 9,Case192,2012-02-14 13:31:00,regular
757,Turning & Milling Q.C.,Case192,2012-02-14 13:35:00,regular
758,Turning & Milling - Machine 9,Case192,2012-02-14 14:47:00,regular
759,Turning & Milling - Machine 9,Case192,2012-02-14 17:21:00,regular
760,Turning & Milling - Machine 9,Case192,2012-02-14 19:58:00,regular
761,Turning & Milling - Machine 9,Case192,2012-02-15 06:40:00,regular
762,Turning & Milling - Machine 9,Case192,2012-02-15 15:09:00,regular
763,Turning & Milling Q.C.,Case192,2012-02-15 16:00:00,regular
764,Turning & Milling - Machine 9,Case192,2012-02-15 23:29:00,regular
765,Turning & Milling - Machine 9,Case192,2012-02-16 06:44:00,regular
766,Turning & Milling - Machine 9,Case192,2012-02-16 09:05:00,regular
767,Turning & Milling - Machine 9,Case192,2012-02-16 11:46:00,regular
768,Turning & Milling - Machine 9,Case192,2012-02-16 11:46:00,regular
769,Turning & Milling Q.C.,Case192,2012-02-16 12:50:00,regular
770,Milling - Machine 14,Case192,2012-02-16 17:54:00,regular
771,Final Inspection Q.C.,Case192,2012-02-17 10:30:00,regular
772,Milling - Machine 14,Case192,2012-02-17 12:36:00,regular
773,Turning & Milling - Machine 9,Case192,2012-02-19 18:46:00,regular
774,Milling - Machine 14,Case192,2012-02-19 21:00:00,regular
775,Milling - Machine 14,Case192,2012-02-20 16:06:00,regular
776,Milling - Machine 14,Case192,2012-02-21 06:29:00,regular
777,Milling - Machine 14,Case192,2012-02-21 11:40:00,regular
778,Milling - Machine 14,Case192,2012-02-21 16:00:00,regular
779,Turning & Milling - Machine 9,Case192,2012-02-21 18:30:00,regular
780,Milling - Machine 14,Case192,2012-02-21 19:50:00,regular
781,Milling - Machine 14,Case192,2012-02-21 21:00:00,regular
782,Milling - Machine 14,Case192,2012-02-22 06:06:00,regular
783,Milling - Machine 14,Case192,2012-02-22 08:10:00,regular
784,Milling - Machine 14,Case192,2012-02-22 16:00:00,regular
785,Milling - Machine 14,Case192,2012-02-23 06:31:00,regular
786,Milling - Machine 14,Case192,2012-02-23 10:00:00,regular
787,Milling - Machine 14,Case192,2012-02-23 12:00:00,regular
788,Milling - Machine 14,Case192,2012-02-23 16:00:00,regular
789,Milling - Machine 14,Case192,2012-02-24 06:30:00,regular
790,Packing,Case192,2012-02-26 01:00:00,regular
791,Final Inspection Q.C.,Case192,2012-02-26 14:04:00,regular
792,regular,Case192,2012-02-26 14:04:01,regular
793,other,Case148,2012-11-01 11:30:00,regular
794,other,Case148,2012-01-17 15:00:00,regular
795,Packing,Case148,2012-02-26 01:00:00,regular
796,Final Inspection Q.C.,Case148,2012-02-26 01:15:00,regular
797,other,Case148,2012-02-26 01:15:00,regular
798,Final Inspection Q.C.,Case148,2012-02-26 14:00:00,regular
799,Milling - Machine 14,Case148,2012-02-26 14:53:00,regular
800,regular,Case148,2012-02-26 14:53:01,regular
801,Grinding Rework - Machine 27,Case179,2012-11-01 22:51:00,deviant
802,Final Inspection Q.C.,Case179,2012-01-13 10:00:00,deviant
803,Packing,Case179,2012-01-15 01:00:00,deviant
804,other,Case179,2012-02-20 12:50:00,deviant
805,Final Inspection Q.C.,Case179,2012-02-22 11:00:00,deviant
806,Packing,Case179,2012-02-23 01:00:00,deviant
807,deviant,Case179,2012-02-23 01:00:01,deviant
808,Turning & Milling - Machine 8,Case249,2012-12-01 15:05:00,deviant
809,Turning & Milling - Machine 8,Case249,2012-12-01 16:00:00,deviant
810,Turning & Milling Q.C.,Case249,2012-01-13 07:41:00,deviant
811,Turning & Milling - Machine 8,Case249,2012-01-13 12:40:00,deviant
812,Turning & Milling - Machine 8,Case249,2012-01-15 17:58:00,deviant
813,Turning & Milling - Machine 8,Case249,2012-01-15 22:15:00,deviant
814,Turning & Milling Q.C.,Case249,2012-01-16 08:40:00,deviant
815,Flat Grinding - Machine 11,Case249,2012-01-16 16:08:00,deviant
816,Lapping - Machine 1,Case249,2012-01-16 17:22:00,deviant
817,Round Grinding - Manual,Case249,2012-01-17 13:32:00,deviant
818,Round Grinding - Machine 2,Case249,2012-01-18 00:53:00,deviant
819,Round Grinding - Machine 2,Case249,2012-01-18 02:07:00,deviant
