Part_Desc_,Rework,Work_Order_Qty,Case ID,label,Activity,Resource,Report_Type,Resource.1,Qty_Completed,Qty_for_MRB,activity_duration,Complete Timestamp,timesincemidnight,month,weekday,hour,timesincelastevent,timesincecasestart,event_nr,open_cases
Cable Head,missing,185,Case225,deviant,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,63,0,73,29/01/2012 15:06,906,1,6,15,4296,34514,24,30
Cable Head,missing,185,Case225,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0,0,107,29/01/2012 15:41,941,1,6,15,35,34549,25,30
Cable Head,missing,185,Case225,deviant,Round Grinding - Machine 3,ID4385,S,Machine 3 - Round Grinding,0,0,240,30/01/2012 03:20,200,1,0,3,699,35248,26,29
Cable Head,missing,185,Case225,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,60,30/01/2012 08:40,520,1,0,8,320,35568,27,30
Cable Head,missing,185,Case225,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,230,30/01/2012 12:50,770,1,0,12,250,35818,28,28
Cable Head,missing,185,Case225,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,220,30/01/2012 17:00,1020,1,0,17,250,36068,29,31
Cable Head,missing,185,Case225,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,28,0,600,31/01/2012 06:30,390,1,1,6,810,36878,30,33
Cable Head,missing,185,Case225,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,86,31/01/2012 08:40,520,1,1,8,130,37008,31,32
Cable Head,missing,185,Case225,deviant,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,32,0,217,31/01/2012 12:07,727,1,1,12,207,37215,32,30
Cable Head,missing,185,Case225,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,230,31/01/2012 12:50,770,1,1,12,43,37258,33,30
Cable Head,missing,185,Case225,deviant,Round Grinding - Machine 3,ID4872,D,Machine 3 - Round Grinding,26,0,536,31/01/2012 15:56,956,1,1,15,186,37444,34,31
Cable Head,missing,185,Case225,deviant,Round Grinding - Machine 3,ID0420,D,Machine 3 - Round Grinding,24,0,454,31/01/2012 23:31,1411,1,1,23,455,37899,35,32
Cable Head,missing,185,Case225,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,50,05/02/2012 12:50,770,2,6,12,6559,44458,36,33
Cable Head,missing,185,Case225,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,58,0,40,05/02/2012 14:00,840,2,6,14,70,44528,37,33
Cable Head,missing,185,Case225,deviant,Packing,ID4820,D,Packing,58,0,60,06/02/2012 01:00,60,2,0,1,0,45188,38,32
Cable Head,missing,185,Case225,deviant,Packing,ID4820,D,Packing,0,0,60,06/02/2012 01:00,60,2,0,1,660,45188,39,32
Cable Head,missing,185,Case225,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,100,07/02/2012 08:40,520,2,1,8,1900,47088,40,34
Cable Head,missing,185,Case225,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,110,07/02/2012 12:50,770,2,1,12,0,47338,41,35
Cable Head,missing,185,Case225,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,40,07/02/2012 12:50,770,2,1,12,250,47338,42,35
Cable Head,missing,185,Case225,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,80,07/02/2012 14:40,880,2,1,14,110,47448,43,34
Cable Head,missing,185,Case225,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,170,07/02/2012 16:10,970,2,1,16,90,47538,44,34
Cable Head,missing,185,Case225,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,50,10/02/2012 12:00,720,2,4,12,4070,51608,45,35
Cable Head,missing,185,Case225,deviant,Packing,ID4820,D,Packing,48,0,60,12/02/2012 01:00,60,2,6,1,2220,53828,46,35
Cable Head,missing,185,Case225,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,48,0,60,12/02/2012 08:00,480,2,6,8,420,54248,47,35
Cable Head,missing,185,Case225,deviant,Grinding Rework - Machine 27,ID4872,D,Machine 27 - Grinding,0,0,169,12/02/2012 13:42,822,2,6,13,342,54590,48,34
Cable Head,missing,185,Case225,deviant,Packing,ID4820,D,Packing,14,0,60,13/02/2012 01:00,60,2,0,1,678,55268,49,35
Cable Head,missing,185,Case225,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,14,0,50,13/02/2012 12:00,720,2,0,12,660,55928,50,34
Cable Head,missing,185,Case225,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,171,20/02/2012 16:11,971,2,0,16,10331,66259,51,28
Punch Holder,missing,350,Case267,deviant,Turning & Milling - Machine 4,ID4167,S,Machine 4 - Turning & Milling,0,0,344,05/01/2012 17:58,1078,1,3,17,0,0,1,22
Punch Holder,missing,350,Case267,deviant,Turning & Milling - Machine 4,ID4794,S,Machine 4 - Turning & Milling,2,0,293,06/01/2012 01:14,74,1,4,1,436,436,2,21
Punch Holder,missing,350,Case267,deviant,Turning & Milling - Machine 4,ID4794,D,Machine 4 - Turning & Milling,15,0,324,06/01/2012 06:39,399,1,4,6,325,761,3,21
Punch Holder,missing,350,Case267,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,125,06/01/2012 09:44,584,1,4,9,185,946,4,21
Punch Holder,missing,350,Case267,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,20,0,318,06/01/2012 12:52,772,1,4,12,188,1134,5,21
Punch Holder,missing,350,Case267,deviant,Turning & Milling - Machine 4,ID4529,D,Machine 4 - Turning & Milling,30,0,1080,07/01/2012 07:00,420,1,5,7,1088,2222,6,21
Punch Holder,missing,350,Case267,deviant,Turning & Milling - Machine 4,ID4529,D,Machine 4 - Turning & Milling,30,0,990,07/01/2012 23:30,1410,1,5,23,990,3212,7,21
Punch Holder,missing,350,Case267,deviant,Turning & Milling - Machine 4,ID4641,D,Machine 4 - Turning & Milling,33,0,426,08/01/2012 06:43,403,1,6,6,433,3645,8,21
Punch Holder,missing,350,Case267,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,130,08/01/2012 10:00,600,1,6,10,197,3842,9,21
Punch Holder,missing,350,Case267,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,28,0,545,08/01/2012 16:05,965,1,6,16,365,4207,10,24
Punch Holder,missing,350,Case267,deviant,Turning & Milling - Machine 4,ID4794,D,Machine 4 - Turning & Milling,5,0,110,08/01/2012 17:50,1070,1,6,17,105,4312,11,25
Punch Holder,missing,350,Case267,deviant,Turning & Milling - Machine 4,ID4529,D,Machine 4 - Turning & Milling,36,0,660,09/01/2012 07:00,420,1,0,7,790,5102,12,30
Punch Holder,missing,350,Case267,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,26,09/01/2012 08:30,510,1,0,8,90,5192,13,30
Punch Holder,missing,350,Case267,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,38,0,663,09/01/2012 17:52,1072,1,0,17,562,5754,14,31
Punch Holder,missing,350,Case267,deviant,Turning & Milling - Machine 4,ID4529,D,Machine 4 - Turning & Milling,21,0,600,10/01/2012 06:30,390,1,1,6,758,6512,15,30
Punch Holder,missing,350,Case267,deviant,Turning & Milling - Machine 4,ID4718,D,Machine 4 - Turning & Milling,44,0,355,10/01/2012 06:55,415,1,1,6,25,6537,16,30
Punch Holder,missing,350,Case267,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,200,0,75,10/01/2012 08:24,504,1,1,8,89,6626,17,29
Punch Holder,missing,350,Case267,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,13,0,305,10/01/2012 12:07,727,1,1,12,223,6849,18,29
Punch Holder,missing,350,Case267,deviant,Turning & Milling - Machine 4,ID4932,B,Machine 4 - Turning & Milling,0,0,75,10/01/2012 13:23,803,1,1,13,76,6925,19,29
Punch Holder,missing,350,Case267,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,9,0,193,10/01/2012 15:58,958,1,1,15,155,7080,20,29
Punch Holder,missing,350,Case267,deviant,Turning & Milling - Machine 4,ID4718,D,Machine 4 - Turning & Milling,14,0,343,10/01/2012 23:38,1418,1,1,23,460,7540,21,29
Punch Holder,missing,350,Case267,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,79,11/01/2012 08:09,489,1,2,8,511,8051,22,29
Punch Holder,missing,350,Case267,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,12,0,505,11/01/2012 16:07,967,1,2,16,478,8529,23,30
Punch Holder,missing,350,Case267,deviant,Turning & Milling - Machine 4,ID4718,D,Machine 4 - Turning & Milling,0,0,452,11/01/2012 23:42,1422,1,2,23,455,8984,24,31
Punch Holder,missing,350,Case267,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,118,0,75,17/01/2012 11:12,672,1,1,11,7890,16874,25,32
Punch Holder,missing,350,Case267,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,32,0,75,17/01/2012 11:35,695,1,1,11,23,16897,26,32
Punch Holder,missing,350,Case267,deviant,Wire Cut - Machine 13,ID3767,D,Wire Cut - Machine 13,20,0,75,18/01/2012 01:15,75,1,2,1,820,17717,27,36
Punch Holder,missing,350,Case267,deviant,Wire Cut - Machine 13,ID3767,D,Wire Cut - Machine 13,0,0,240,18/01/2012 13:00,780,1,2,13,705,18422,28,35
Punch Holder,missing,350,Case267,deviant,Wire Cut - Machine 13,ID3767,D,Wire Cut - Machine 13,45,0,11,19/01/2012 08:11,491,1,3,8,1151,19573,29,36
Punch Holder,missing,350,Case267,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,540,19/01/2012 17:00,1020,1,3,17,529,20102,30,35
Punch Holder,missing,350,Case267,deviant,Wire Cut - Machine 13,other,D,Wire Cut - Machine 13,45,0,480,22/01/2012 15:00,900,1,6,15,4200,24302,31,34
Punch Holder,missing,350,Case267,deviant,Wire Cut - Machine 13,ID3767,D,Wire Cut - Machine 13,40,0,480,24/01/2012 17:00,1020,1,1,17,3000,27302,32,34
Punch Holder,missing,350,Case267,deviant,Wire Cut - Machine 13,ID3767,D,Wire Cut - Machine 13,35,0,420,25/01/2012 15:00,900,1,2,15,1320,28622,33,32
Punch Holder,missing,350,Case267,deviant,Wire Cut - Machine 13,other,D,Wire Cut - Machine 13,40,0,450,26/01/2012 15:30,930,1,3,15,1470,30092,34,33
Punch Holder,missing,350,Case267,deviant,Wire Cut - Machine 13,ID3767,D,Wire Cut - Machine 13,45,0,480,27/01/2012 00:00,0,1,4,0,510,30602,35,33
Punch Holder,missing,350,Case267,deviant,Wire Cut - Machine 13,ID3767,D,Wire Cut - Machine 13,30,0,330,27/01/2012 12:30,750,1,4,12,750,31352,36,32
Punch Holder,missing,350,Case267,deviant,Wire Cut - Machine 13,ID3767,D,Wire Cut - Machine 13,28,0,300,29/01/2012 18:00,1080,1,6,18,3210,34562,37,32
Punch Holder,missing,350,Case267,deviant,Wire Cut - Machine 13,other,D,Wire Cut - Machine 13,22,0,360,29/01/2012 23:00,1380,1,6,23,300,34862,38,32
Punch Holder,missing,350,Case267,deviant,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,125,0,109,01/02/2012 12:51,771,2,2,12,3711,38573,39,32
Punch Holder,missing,350,Case267,deviant,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,55,0,39,01/02/2012 14:02,842,2,2,14,71,38644,40,32
Punch Holder,missing,350,Case267,deviant,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,50,0,33,01/02/2012 17:59,1079,2,2,17,237,38881,41,32
Punch Holder,missing,350,Case267,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0,0,75,02/02/2012 01:15,75,2,3,1,436,39317,42,33
Punch Holder,missing,350,Case267,deviant,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,50,0,31,02/02/2012 15:53,953,2,3,15,878,40195,43,34
Punch Holder,missing,350,Case267,deviant,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,200,0,519,02/02/2012 17:02,1022,2,3,17,69,40264,44,34
Punch Holder,missing,350,Case267,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0,0,75,03/02/2012 01:15,75,2,4,1,493,40757,45,34
Punch Holder,missing,350,Case267,deviant,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,70,0,39,03/02/2012 07:40,460,2,4,7,385,41142,46,34
Punch Holder,missing,350,Case267,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,150,0,125,03/02/2012 11:53,713,2,4,11,253,41395,47,34
Punch Holder,missing,350,Case267,deviant,Round Grinding - Machine 3,ID0420,D,Machine 3 - Round Grinding,5,0,49,05/02/2012 10:02,602,2,6,10,2769,44164,48,33
Punch Holder,missing,350,Case267,deviant,Round Grinding - Q.C.,ID4618,D,Quality Check 1,0,0,392,05/02/2012 18:04,1084,2,6,18,482,44646,49,32
Punch Holder,missing,350,Case267,deviant,Round Grinding - Machine 3,ID4355,D,Machine 3 - Round Grinding,16,0,226,05/02/2012 20:03,1203,2,6,20,119,44765,50,32
Punch Holder,missing,350,Case267,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,52,0,647,06/02/2012 06:53,413,2,0,6,650,45415,51,33
Punch Holder,missing,350,Case267,deviant,Round Grinding - Machine 3,ID0420,D,Machine 3 - Round Grinding,6,0,73,06/02/2012 08:09,489,2,0,8,76,45491,52,33
Punch Holder,missing,350,Case267,deviant,Round Grinding - Machine 3,ID4445,S,Machine 3 - Round Grinding,0,0,113,19/02/2012 00:10,10,2,6,0,18241,63732,53,27
Punch Holder,missing,350,Case267,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,42,0,405,19/02/2012 06:55,415,2,6,6,405,64137,54,28
Punch Holder,missing,350,Case267,deviant,Round Grinding - Machine 3,ID0420,D,Machine 3 - Round Grinding,3,0,21,19/02/2012 07:20,440,2,6,7,25,64162,55,28
Punch Holder,missing,350,Case267,deviant,Round Grinding - Machine 3,ID0420,D,Machine 3 - Round Grinding,23,0,276,19/02/2012 13:40,820,2,6,13,380,64542,56,29
Punch Holder,missing,350,Case267,deviant,Round Grinding - Machine 3,ID4445,S,Machine 3 - Round Grinding,0,0,432,19/02/2012 21:22,1282,2,6,21,462,65004,57,29
Punch Holder,missing,350,Case267,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,54,0,653,20/02/2012 06:52,412,2,0,6,570,65574,58,28
Punch Holder,missing,350,Case267,deviant,Round Grinding - Machine 3,ID0420,D,Machine 3 - Round Grinding,22,0,577,20/02/2012 07:00,420,2,0,7,8,65582,59,28
Punch Holder,missing,350,Case267,deviant,Round Grinding - Machine 3,ID0420,D,Machine 3 - Round Grinding,41,0,505,20/02/2012 15:27,927,2,0,15,507,66089,60,29
Punch Holder,missing,350,Case267,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,0,0,75,20/02/2012 21:26,1286,2,0,21,359,66448,61,28
Punch Holder,missing,350,Case267,deviant,Round Grinding - Machine 3,ID4445,S,Machine 3 - Round Grinding,0,0,101,20/02/2012 21:53,1313,2,0,21,27,66475,62,28
Punch Holder,missing,350,Case267,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,60,0,535,21/02/2012 06:48,408,2,1,6,535,67010,63,25
Punch Holder,missing,350,Case267,deviant,Round Grinding - Machine 3,ID0420,D,Machine 3 - Round Grinding,3,0,27,21/02/2012 07:17,437,2,1,7,29,67039,64,25
Punch Holder,missing,350,Case267,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,6,0,66,21/02/2012 08:25,505,2,1,8,68,67107,65,26
Punch Holder,missing,350,Case267,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,9,0,177,21/02/2012 11:22,682,2,1,11,177,67284,66,25
Punch Holder,missing,350,Case267,deviant,Round Grinding - Q.C.,ID4618,D,Quality Check 1,0,0,190,23/02/2012 16:04,964,2,3,16,3162,70446,67,25
Punch Holder,missing,350,Case267,deviant,Round Grinding - Q.C.,ID4618,D,Quality Check 1,0,0,306,24/02/2012 12:53,773,2,4,12,1249,71695,68,25
Punch Holder,missing,350,Case267,deviant,Round Grinding - Q.C.,ID4618,D,Quality Check 1,207,0,121,26/02/2012 14:47,887,2,6,14,2994,74689,69,23
Punch Holder,missing,350,Case267,deviant,Final Inspection Q.C.,ID4618,D,Quality Check 1,207,0,1,26/02/2012 14:48,888,2,6,14,1,74690,70,23
Punch Holder,missing,350,Case267,deviant,Packing,ID4820,D,Packing,207,0,60,27/02/2012 01:00,60,2,0,1,612,75302,71,23
Punch Holder,missing,350,Case267,deviant,Round Grinding - Q.C.,ID4618,D,Quality Check 1,109,0,239,27/02/2012 15:16,916,2,0,15,856,76158,72,22
Punch Holder,missing,350,Case267,deviant,Final Inspection Q.C.,ID4618,D,Quality Check 1,109,0,14,27/02/2012 16:09,969,2,0,16,53,76211,73,23
Punch Holder,missing,350,Case267,deviant,Packing,ID4820,D,Packing,110,0,60,28/02/2012 01:00,60,2,1,1,531,76742,74,23
Punch Holder,missing,350,Case267,deviant,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,82,28/02/2012 09:40,580,2,1,9,520,77262,75,23
Punch Holder,missing,350,Case267,deviant,Final Inspection Q.C.,ID4618,D,Quality Check 1,1,0,1,28/02/2012 09:42,582,2,1,9,2,77264,76,23
Punch Holder,missing,350,Case267,deviant,Round Grinding - Q.C.,ID4618,D,Quality Check 1,1,0,2,28/02/2012 09:43,583,2,1,9,1,77265,77,23
Punch Holder,missing,350,Case267,deviant,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,120,28/02/2012 11:43,703,2,1,11,120,77385,78,22
Spur Gear,missing,105,Case230,deviant,Turning & Milling - Machine 6,ID4794,B,Machine 6 - Turning & Milling,0,0,71,06/01/2012 01:14,74,1,4,1,0,0,1,21
Spur Gear,missing,105,Case230,deviant,Turning & Milling - Machine 6,ID4794,S,Machine 6 - Turning & Milling,0,0,326,06/01/2012 06:39,399,1,4,6,325,325,2,21
Spur Gear,missing,105,Case230,deviant,Turning & Milling - Machine 6,ID4794,S,Machine 6 - Turning & Milling,1,0,176,08/01/2012 12:09,729,1,6,12,3210,3535,3,22
Spur Gear,missing,105,Case230,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,5,0,11,08/01/2012 12:28,748,1,6,12,19,3554,4,22
Spur Gear,missing,105,Case230,deviant,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,14,0,339,08/01/2012 17:49,1069,1,6,17,321,3875,5,25
Spur Gear,missing,105,Case230,deviant,Turning & Milling - Machine 6,ID4529,D,Machine 6 - Turning & Milling,35,0,630,09/01/2012 06:30,390,1,0,6,761,4636,6,30
Spur Gear,missing,105,Case230,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,15,09/01/2012 07:15,435,1,0,7,45,4681,7,30
Spur Gear,missing,105,Case230,deviant,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,35,0,537,09/01/2012 15:56,956,1,0,15,521,5202,8,28
Spur Gear,missing,105,Case230,deviant,Turning & Milling - Machine 6,ID4932,D,Machine 6 - Turning & Milling,5,0,85,09/01/2012 17:36,1056,1,0,17,100,5302,9,30
Spur Gear,Y,105,Case230,deviant,Turning & Milling - Machine 6,ID4718,D,Machine 6 - Turning & Milling,15,0,230,09/01/2012 23:51,1431,1,0,23,375,5677,10,30
Ballnut,missing,48,Case155,regular,Turning - Machine 8,ID0997,S,Machine 15 - Turning,0,0,285,06/01/2012 11:56,716,1,4,11,0,0,1,21
Ballnut,missing,48,Case155,regular,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,0,0,42,06/01/2012 12:38,758,1,4,12,42,42,2,21
Ballnut,missing,48,Case155,regular,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,13,0,75,06/01/2012 13:53,833,1,4,13,75,117,3,21
Ballnut,missing,48,Case155,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,23,08/01/2012 11:59,719,1,6,11,2766,2883,4,22
Ballnut,missing,48,Case155,regular,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,35,0,391,08/01/2012 15:39,939,1,6,15,220,3103,5,23
Ballnut,missing,48,Case155,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,48,0,75,08/01/2012 17:00,1020,1,6,17,81,3184,6,25
Ballnut,missing,48,Case155,regular,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,22,0,21,10/01/2012 08:12,492,1,1,8,2352,5536,7,29
Ballnut,missing,48,Case155,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,26,0,45,10/01/2012 09:10,550,1,1,9,58,5594,8,29
Ballnut,missing,48,Case155,regular,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,48,0,78,10/01/2012 10:33,633,1,1,10,83,5677,9,28
Ballnut,missing,48,Case155,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,98,10/01/2012 15:14,914,1,1,15,281,5958,10,29
Ballnut,missing,48,Case155,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,48,0,75,11/01/2012 13:19,799,1,2,13,1325,7283,11,31
Ballnut,missing,48,Case155,regular,Packing,ID4820,D,Packing,48,0,60,13/01/2012 01:00,60,1,4,1,2141,9424,12,30
Gauge,missing,5,Case203,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,5,0,103,08/01/2012 10:43,643,1,6,10,0,0,1,22
Gauge,missing,5,Case203,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,5,0,50,08/01/2012 13:37,817,1,6,13,174,174,2,21
Gauge,missing,5,Case203,regular,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0,0,75,10/01/2012 01:15,75,1,1,1,2138,2312,3,31
Gauge,missing,5,Case203,regular,Flat Grinding - Machine 11,ID0998,D,Machine 11 - Grinding,5,0,26,10/01/2012 11:58,718,1,1,11,643,2955,4,29
Gauge,missing,5,Case203,regular,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,5,0,29,11/01/2012 08:38,518,1,2,8,1240,4195,5,29
Gauge,missing,5,Case203,regular,Packing,ID4820,D,Packing,5,0,60,12/01/2012 01:00,60,1,3,1,982,5177,6,30
Gauge,missing,5,Case203,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,5,0,13,12/01/2012 07:03,423,1,3,7,363,5540,7,29
Spur Gear,missing,84,Case211,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,18,08/01/2012 15:02,902,1,6,15,0,0,1,22
Spur Gear,missing,84,Case211,regular,Laser Marking - Machine 7,ID4355,D,Machine 7- Laser Marking,25,0,51,08/01/2012 20:05,1205,1,6,20,303,303,2,25
Spur Gear,missing,84,Case211,regular,Laser Marking - Machine 7,ID4445,D,Machine 7- Laser Marking,56,0,44,08/01/2012 20:50,1250,1,6,20,45,348,3,25
Spur Gear,Y,84,Case211,regular,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0,0,75,09/01/2012 01:15,75,1,0,1,265,613,4,28
Spur Gear,Y,84,Case211,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,81,0,377,09/01/2012 17:31,1051,1,0,17,976,1589,5,30
Spur Gear,Y,84,Case211,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,457,11/01/2012 16:04,964,1,2,16,2793,4382,6,30
Spur Gear,Y,84,Case211,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,79,0,75,13/01/2012 13:18,798,1,4,13,2714,7096,7,29
Spur Gear,Y,84,Case211,regular,Packing,ID4820,D,Packing,12,0,60,15/01/2012 01:00,60,1,6,1,0,9238,8,28
Spur Gear,Y,84,Case211,regular,Packing,ID4820,D,Packing,67,0,60,15/01/2012 01:00,60,1,6,1,2142,9238,9,28
Cutting Wheel,missing,21,Case206,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,5,08/01/2012 15:07,907,1,6,15,0,0,1,23
Cutting Wheel,missing,21,Case206,deviant,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,21,0,11,09/01/2012 09:55,595,1,0,9,1128,1128,2,29
Cutting Wheel,missing,21,Case206,deviant,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,21,0,49,09/01/2012 10:45,645,1,0,10,50,1178,3,29
Cutting Wheel,missing,21,Case206,deviant,Round Grinding - Manual,ID4872,S,Machine 27 - Grinding,0,0,94,19/01/2012 08:32,512,1,3,8,14267,15445,4,36
Cutting Wheel,missing,21,Case206,deviant,Round Grinding - Manual,ID4872,D,Machine 27 - Grinding,10,0,436,19/01/2012 15:48,948,1,3,15,436,15881,5,35
Cutting Wheel,missing,21,Case206,deviant,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,296,20/01/2012 12:50,770,1,4,12,1262,17143,6,35
Cutting Wheel,missing,21,Case206,deviant,Final Inspection Q.C.,ID4618,D,Quality Check 1,10,0,75,22/01/2012 08:10,490,1,6,8,2600,19743,7,33
Cutting Wheel,missing,21,Case206,deviant,Packing,other,D,Packing,10,0,60,23/01/2012 01:00,60,1,0,1,1010,20753,8,32
Cutting Wheel,missing,21,Case206,deviant,Round Grinding - Machine 12,ID4528,S,Machine 12 - Grinding,0,0,60,25/01/2012 16:00,960,1,2,16,3780,24533,9,32
Cutting Wheel,missing,21,Case206,deviant,Round Grinding - Machine 12,ID4528,D,Machine 12 - Grinding,5,0,105,25/01/2012 17:45,1065,1,2,17,105,24638,10,33
Cutting Wheel,missing,21,Case206,deviant,Round Grinding - Machine 12,ID4528,D,Machine 12 - Grinding,6,0,100,26/01/2012 08:30,510,1,3,8,885,25523,11,33
Housing,missing,24,Case248,deviant,Turning & Milling - Machine 9,ID3846,S,Machine 9 - Turning & Milling,1,0,318,08/01/2012 15:53,953,1,6,15,0,0,1,24
Housing,missing,24,Case248,deviant,Turning & Milling - Machine 9,ID3846,D,Machine 9 - Turning & Milling,7,0,111,08/01/2012 17:46,1066,1,6,17,113,113,2,25
Housing,missing,24,Case248,deviant,Turning & Milling - Machine 9,ID4641,D,Machine 9 - Turning & Milling,16,0,344,09/01/2012 01:59,119,1,0,1,493,606,3,28
Housing,missing,24,Case248,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0,0,75,10/01/2012 01:15,75,1,1,1,1396,2002,4,31
Housing,missing,24,Case248,deviant,Turning & Milling Q.C.,ID4493,D,Quality Check 1,24,0,60,10/01/2012 08:10,490,1,1,8,415,2417,5,29
Housing,missing,24,Case248,deviant,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,24,0,69,10/01/2012 14:33,873,1,1,14,383,2800,6,29
Housing,missing,24,Case248,deviant,Flat Grinding - Machine 11,ID0998,D,Machine 11 - Grinding,10,0,75,10/01/2012 15:48,948,1,1,15,75,2875,7,29
Housing,missing,24,Case248,deviant,Flat Grinding - Machine 11,ID0998,D,Machine 11 - Grinding,14,0,179,10/01/2012 17:33,1053,1,1,17,105,2980,8,29
Housing,missing,24,Case248,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,24,0,107,10/01/2012 17:34,1054,1,1,17,1,2981,9,29
